source,target,value
Richard Tran Mills,src/dm/impls/da/daltol.c,6.8
Richard Tran Mills,src/dm/impls/da/dascatter.c,1.61
Richard Tran Mills,src/ksp/ksp/impls/ibcgs/ibcgs.c,5.31
Richard Tran Mills,src/snes/examples/tutorials/makefile,0.98
Richard Tran Mills,bin/taucc.py,0.76
Todd Munson,src/tao/leastsquares/examples/tutorials/output/chwirut1f_1.out,3.51
Todd Munson,src/tao/bound/examples/tutorials/output/plate2_1.out,0.87
Todd Munson,src/tao/bound/examples/tutorials/output/plate2_3.out,0.91
Todd Munson,src/tao/bound/examples/tutorials/output/plate2_4.out,0.91
Todd Munson,src/tao/bound/examples/tutorials/output/plate2_5.out,0.91
Todd Munson,src/tao/bound/examples/tutorials/output/plate2_7.out,3.36
Todd Munson,src/tao/bound/impls/gpcg/gpcg.c,0.93
Todd Munson,src/tao/bound/impls/tron/tron.c,0.93
Todd Munson,src/tao/leastsquares/examples/tests/makefile,0.95
Todd Munson,src/tao/leastsquares/examples/tests/output/chwirut1_1.out,6.1
Todd Munson,src/tao/leastsquares/examples/tutorials/output/chwirut1_1.out,6.1
Todd Munson,src/tao/leastsquares/examples/tutorials/output/chwirut2_1.out,2.72
Todd Munson,src/tao/leastsquares/examples/tutorials/makefile,4.57
Todd Munson,src/tao/leastsquares/examples/makefile,0.82
Todd Munson,src/tao/bound/impls/blmvm/blmvm.c,1.85
Todd Munson,src/tao/interface/taosolver.c,1.0
Todd Munson,src/tao/bound/impls/bqpip/bqpip.c,78.62
Todd Munson,src/tao/bound/impls/blmvm/blmvm.h,0.22
Todd Munson,src/tao/unconstrained/impls/nls/nls.c,1.86
Todd Munson,src/tao/unconstrained/impls/ntl/makefile,0.67
Todd Munson,src/tao/unconstrained/impls/ntl/ntl.c,1.86
Todd Munson,src/tao/unconstrained/impls/ntr/makefile,0.67
Todd Munson,src/ksp/ksp/impls/cg/gltr/gltr.c,5.64
Todd Munson,src/ksp/ksp/impls/cg/nash/nash.c,5.61
Todd Munson,include/petscksp.h,0.92
Todd Munson,src/ksp/ksp/impls/cg/gltr/gltrimpl.h,0.43
Todd Munson,src/ksp/ksp/impls/cg/nash/nashimpl.h,0.43
Todd Munson,src/ksp/ksp/impls/cg/cgtype.c,1.05
Todd Munson,src/tao/constrained/impls/ipm/ipm.c,1.8
Todd Munson,src/tao/interface/fdiff.c,9.01
Todd Munson,src/tao/interface/fdtest.c,4.41
Todd Munson,src/tao/interface/ftn-custom/ztaosolverf.c,2.76
Todd Munson,include/petsc/private/taoimpl.h,0.89
Todd Munson,include/petsctao.h,2.78
Todd Munson,docs/tex/manual/manual.tex,0.67
Todd Munson,docs/tex/manual/abstract.tex,2.35
Todd Munson,docs/tex/manual/acknowl.tex,0.94
Todd Munson,docs/tex/manual/part0.tex,4.74
Todd Munson,docs/tex/manual/cover.tex,0.88
Toby Isaac,src/dm/field/impls/ds/dmfieldds.c,5.4
Toby Isaac,src/dm/dt/interface/dt.c,10.11
Toby Isaac,src/dm/impls/swarm/examples/tests/ex1.c,0.98
Toby Isaac,include/petsc/private/petscfeimpl.h,0.85
Toby Isaac,src/dm/impls/da/dalocal.c,1.85
Toby Isaac,src/dm/impls/plex/examples/tests/ex3.c,4.62
Toby Isaac,src/dm/impls/plex/plextree.c,2.69
Toby Isaac,src/dm/impls/plex/plexcreate.c,13.65
Toby Isaac,src/dm/makefile,0.86
Toby Isaac,src/dm/dt/examples/tests/makefile,1.65
Toby Isaac,src/sys/classes/random/interface/randomc.c,0.87
Toby Isaac,src/sys/classes/random/impls/makefile,0.91
Toby Isaac,src/sys/classes/random/examples/makefile,0.82
Toby Isaac,config/gmakegentest.py,2.81
Toby Isaac,config/petsc_harness.sh,1.87
Toby Isaac,src/snes/examples/tests/ex2.c,2.48
Toby Isaac,src/ts/examples/tutorials/ex11.c,17.05
Toby Isaac,src/dm/impls/plex/examples/tests/ex8.c,16.93
Toby Isaac,src/snes/examples/tutorials/ex62.c,0.9
Toby Isaac,src/snes/examples/tutorials/ex69.c,0.96
Toby Isaac,src/ts/examples/tutorials/ex18.c,0.9
Toby Isaac,src/snes/examples/tutorials/ex56.c,2.44
Toby Isaac,src/ts/examples/tutorials/output/ex18_adv_3_ex.out,1.66
Toby Isaac,src/snes/examples/tutorials/output/ex62_0.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_1.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_10.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_11.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_12.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_13.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_14.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_15.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_16.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_17.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_2.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_29.out,8.62
Toby Isaac,src/snes/examples/tutorials/output/ex62_3.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_4.out,1.0
Toby Isaac,src/snes/examples/tutorials/output/ex62_43.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_44.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_45.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_46.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_5.out,1.0
Toby Isaac,src/snes/examples/tutorials/output/ex62_6.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_7.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_8.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_9.out,0.75
Toby Isaac,src/snes/examples/tutorials/output/ex62_fetidp_2d_quad.out,16.05
Toby Isaac,src/snes/examples/tutorials/output/ex62_quad_q2p1_full.out,0.6
Toby Isaac,src/snes/examples/tutorials/output/ex62_quad_q2q1_full.out,0.6
Toby Isaac,src/snes/examples/tutorials/output/ex69_0.out,2.73
Karl Rupp,src/mat/impls/aij/mpi/mpicusp/mpiaijcusp.cu,4.0
Karl Rupp,src/vec/vec/impls/mpi/mpicusp/mpicusp.cu,1.0
Karl Rupp,src/vec/vec/impls/seq/seqcusp/cuspvecimpl.h,2.04
Karl Rupp,src/sys/objects/pinit.c,3.0
Karl Rupp,src/sys/objects/ftn-custom/zstart.c,0.41
Karl Rupp,src/dm/impls/plex/plexgmsh.c,0.82
Karl Rupp,src/ksp/ksp/impls/gmres/agmres/agmresorthog.c,4.0
Karl Rupp,src/ksp/pc/impls/bddc/bddcprivate.c,3.51
Karl Rupp,src/tao/unconstrained/impls/bmrm/bmrm.c,0.8
Karl Rupp,src/vec/is/sf/interface/sf.c,1.63
Karl Rupp,src/vec/vec/impls/mpi/pbvec.c,2.0
Karl Rupp,src/vec/vec/utils/vpscat.c,13.0
Karl Rupp,src/mat/impls/ell/mpi/mpiell.c,0.98
Karl Rupp,src/mat/impls/ell/mpi/mmell.c,0.94
Karl Rupp,src/mat/impls/aij/seq/matmatmult.c,4.0
Karl Rupp,src/tao/examples/tutorials/ex2.c,8.3
Karl Rupp,src/mat/impls/aij/seq/aij.h,5.0
Karl Rupp,src/mat/examples/tests/ex38.c,9.0
Karl Rupp,src/vec/vec/examples/tutorials/ex10.c,3.0
Karl Rupp,src/vec/vec/impls/mpi/pdvec.c,5.0
Karl Rupp,src/mat/impls/aij/seq/seqcusparse/aijcusparse.cu,20.0
Karl Rupp,src/ksp/pc/impls/bjacobi/bjacobi.c,7.0
Karl Rupp,include/petscdmswarm.h,1.0
Karl Rupp,src/dm/impls/swarm/swarm_migrate.c,1.0
Karl Rupp,src/mat/impls/aij/mpi/mpiaij.c,23.0
Karl Rupp,src/ksp/pc/impls/makefile,0.96
Karl Rupp,src/ksp/pc/interface/pcregis.c,2.0
Karl Rupp,src/mat/impls/aij/seq/seqcusp/aijcusp.cu,15.0
Karl Rupp,src/mat/interface/dlregismat.c,0.41
Karl Rupp,src/sys/objects/init.c,3.0
Karl Rupp,src/mat/impls/aij/mpi/makefile,0.95
Karl Rupp,src/mat/impls/aij/seq/makefile,0.96
Karl Rupp,src/vec/vec/impls/mpi/makefile,0.82
Karl Rupp,src/vec/vec/impls/seq/makefile,0.89
Karl Rupp,src/mat/examples/tests/ex49.c,3.0
Karl Rupp,src/docs/website/index.html,0.87
Karl Rupp,src/ksp/ksp/examples/tutorials/makefile,0.98
Karl Rupp,src/mat/impls/aij/seq/aij.c,15.0
Karl Rupp,src/snes/examples/tutorials/ex12.c,11.0
Karl Rupp,src/mat/impls/aij/mpi/mpiaij.h,16.0
Karl Rupp,src/vec/vec/impls/seq/seqcusp/veccusp.cu,39.0
Karl Rupp,src/ksp/pc/impls/ainvcusp/makefile,0.5
Karl Rupp,src/ksp/pc/impls/bicgstabcusp/makefile,0.5
Karl Rupp,src/ksp/pc/impls/sacusp/makefile,0.5
Karl Rupp,src/mat/impls/aij/mpi/mpicusp/mpiaijAssemble.cu,2.0
Karl Rupp,src/mat/impls/aij/mpi/mpicusparse/mpiaijcusparse.cu,5.0
Karl Rupp,src/mat/impls/aij/seq/seqcusp/aijAssemble.cu,34.0
Karl Rupp,src/snes/examples/tutorials/ex70.c,1.0
Karl Rupp,config/BuildSystem/config/packages/cusp.py,0.91
Karl Rupp,src/ksp/pc/impls/sacusp/sacusp.cu,1.0
Blaise Bourdin,config/BuildSystem/config/packages/netcdf.py,1.76
Blaise Bourdin,src/sys/classes/bag/bag.c,2.78
Blaise Bourdin,src/sys/classes/bag/f90-custom/zbagf90.c,1.0
Blaise Bourdin,src/sys/examples/tutorials/ex5f90.F90,2.1
Blaise Bourdin,src/sys/examples/tutorials/makefile,0.97
Blaise Bourdin,src/sys/yaml/yamlimpls.c,2.68
Blaise Bourdin,src/contrib/style/checks/PetscFunctionReturnFunction.sh,0.93
Blaise Bourdin,src/contrib/style/checks/assert.sh,0.87
Blaise Bourdin,src/contrib/style/checks/bool-condition.sh,0.98
Blaise Bourdin,src/contrib/style/checks/chkxxx-space.sh,0.94
Blaise Bourdin,src/contrib/style/checks/closing-bracket.sh,0.82
Blaise Bourdin,src/contrib/style/checks/cpp-comments.sh,0.87
Blaise Bourdin,src/contrib/style/checks/funct.sh,0.87
Blaise Bourdin,src/contrib/style/checks/function-bracket.sh,0.87
Blaise Bourdin,src/contrib/style/checks/ierr-chkerr.sh,0.87
Blaise Bourdin,src/contrib/style/checks/if-indentation.sh,0.93
Blaise Bourdin,src/contrib/style/checks/if0.sh,0.91
Blaise Bourdin,src/contrib/style/checks/ifdef.sh,0.89
Blaise Bourdin,src/contrib/style/checks/impl-include.sh,0.89
Blaise Bourdin,src/contrib/style/checks/long-lines.sh,0.87
Blaise Bourdin,src/contrib/style/checks/macros.sh,0.94
Blaise Bourdin,src/contrib/style/checks/malloc-free.sh,0.89
Blaise Bourdin,src/contrib/style/checks/mpi3-deprecated.sh,0.89
Blaise Bourdin,src/contrib/style/checks/mpi3-removed.sh,0.89
Blaise Bourdin,src/contrib/style/checks/null.sh,0.87
Blaise Bourdin,src/contrib/style/checks/parentheses-space.sh,0.82
Blaise Bourdin,src/contrib/style/checks/parenthesis-curly-brace.sh,0.82
Blaise Bourdin,src/contrib/style/checks/space-in-cast.sh,0.97
Blaise Bourdin,include/petscoptions.h,0.86
Blaise Bourdin,src/sys/objects/options.c,0.91
Blaise Bourdin,src/sys/yaml/makefile,0.58
Blaise Bourdin,src/dm/interface/ftn-custom/makefile,1.45
Blaise Bourdin,src/mat/interface/ftn-custom/makefile,0.94
Blaise Bourdin,src/vec/vec/examples/tutorials/ex19.c,1.78
Blaise Bourdin,src/sys/bag/bag.c,1.72
Blaise Bourdin,include/taolapack.h,0.89
Blaise Bourdin,maint/generatefortranstubs.py,0.99
Blaise Bourdin,src/bound/impls/gpcg/gpcg.c,0.89
Blaise Bourdin,src/bound/impls/tron/tron.c,0.88
Blaise Bourdin,src/bound/utils/isutil.c,0.89
Blaise Bourdin,src/gridsequencing/ftn-custom/ztaodmf.c,0.89
Blaise Bourdin,src/gridsequencing/taodm.c,0.96
Blaise Bourdin,src/interface/ftn-custom/ztaof.c,0.89
Blaise Bourdin,src/interface/ftn-custom/ztaosolverf.c,0.89
Blaise Bourdin,src/linesearch/interface/ftn-custom/ztaolinesearchf.c,0.89
Blaise Bourdin,src/matrix/adamat.h,0.88
Blaise Bourdin,src/matrix/lmvmmat.h,0.89
Blaise Bourdin,src/matrix/submatfree.h,0.88
Blaise Bourdin,src/unconstrained/impls/nls/nls.c,0.88
Blaise Bourdin,src/unconstrained/impls/ntl/ntl.c,0.88
Daniel Kokron,src/mat/impls/baij/seq/baij.c,1.91
Daniel Kokron,src/mat/impls/baij/seq/baij2.c,1.0
Daniel Kokron,src/mat/impls/baij/seq/dgefa2.c,3.62
Daniel Kokron,src/mat/impls/baij/seq/makefile,0.99
Daniel Kokron,src/vec/vec/impls/mpi/pvec2.c,0.88
Shri Abhyankar,src/dm/impls/network/network.c,3.37
Shri Abhyankar,src/ksp/ksp/examples/tutorials/network/ex1.c,3.98
Shri Abhyankar,src/ksp/ksp/examples/tutorials/network/ex1_nest.c,3.85
Shri Abhyankar,src/ksp/ksp/examples/tutorials/network/ex2.c,3.04
Shri Abhyankar,src/snes/examples/tutorials/network/pflow/ex1.c,26.38
Shri Abhyankar,src/ts/examples/tutorials/network/wash/pipes1.c,10.87
Shri Abhyankar,src/ts/examples/tutorials/power_grid/stability_9bus/ex9bus.c,2.6
Shri Abhyankar,src/ts/examples/tutorials/power_grid/ex3adj.c,1.83
Shri Abhyankar,src/ts/examples/tutorials/power_grid/ex3opt.c,2.43
Shri Abhyankar,src/ts/examples/tutorials/power_grid/output/ex3adj_1.out,0.5
Shri Abhyankar,include/petsc-private/tsimpl.h,1.0
Shri Abhyankar,src/ts/impls/implicit/sundials/sundials.c,0.75
Shri Abhyankar,src/docs/tex/manual/intro.tex,0.97
Shri Abhyankar,src/docs/tex/manual/part1.tex,1.91
Shri Abhyankar,src/docs/website/documentation/referencing.html,1.91
Shri Abhyankar,src/sys/objects/pinit.c,0.96
Shri Abhyankar,src/snes/examples/tutorials/circuit/pflow/pfoptions,0.29
Shri Abhyankar,src/snes/examples/tutorials/makefile,0.9
Shri Abhyankar,src/dm/impls/makefile,0.96
Shri Abhyankar,src/mat/impls/aij/seq/aij.c,2.79
Shri Abhyankar,conf/test,0.99
Shri Abhyankar,src/mat/impls/aij/seq/cholmod/makefile,1.0
Shri Abhyankar,src/mat/impls/aij/seq/umfpack/makefile,1.0
Shri Abhyankar,src/mat/impls/sbaij/seq/cholmod/makefile,1.0
Shri Abhyankar,src/mat/order/amd/makefile,1.0
Shri Abhyankar,src/mat/order/sregis.c,3.0
Shri Abhyankar,include/petscmat.h,0.71
Shri Abhyankar,src/mat/impls/aij/seq/makefile,0.71
Shri Abhyankar,src/dm/impls/circuit/examples/tests/pflow/pfoptions,0.29
Shri Abhyankar,src/ts/examples/tests/makefile,0.94
Shri Abhyankar,src/sys/error/pstack.c,0.7
Shri Abhyankar,src/sys/threadcomm/impls/pthread/tclockfree.c,0.96
Shri Abhyankar,src/mat/examples/tutorials/ex15.c,1.0
Shri Abhyankar,src/vec/vec/examples/tutorials/makefile,1.0
Shri Abhyankar,include/petscerror.h,0.7
Shri Abhyankar,src/sys/memory/mtr.c,3.08
Shri Abhyankar,src/sys/threadcomm/impls/pthread/tcpthread.c,2.23
Shri Abhyankar,include/finclude/petscdraw.h,1.0
Shri Abhyankar,include/finclude/petscis.h,1.0
Shri Abhyankar,include/finclude/petscisdef.h,1.0
Shri Abhyankar,include/finclude/petscksp.h,1.0
Shri Abhyankar,include/finclude/petsckspdef.h,1.0
Shri Abhyankar,include/finclude/petscpc.h,1.0
Shri Abhyankar,include/finclude/petscpcdef.h,1.0
Shri Abhyankar,include/finclude/petscsnes.h,1.0
Shri Abhyankar,include/finclude/petscsys.h,6.0
Shri Abhyankar,include/finclude/petscsysdef.h,3.0
Shri Abhyankar,include/finclude/petsctsdef.h,1.0
Shri Abhyankar,include/finclude/petscvecdef.h,1.0
Shri Abhyankar,include/petsc-private/daimpl.h,8.0
Scott Kruger,bin/maint/exampleslog.py,1.7
Scott Kruger,config/install.py,2.48
Scott Kruger,src/dm/impls/plex/examples/tests/ex7.c,0.93
Scott Kruger,src/dm/impls/plex/examples/tests/ex8.c,2.0
Scott Kruger,src/dm/impls/plex/examples/tutorials/ex5.c,1.85
Scott Kruger,src/mat/examples/tests/ex169.c,0.92
Scott Kruger,src/mat/examples/tests/ex171.c,0.92
Scott Kruger,src/mat/examples/tests/ex173.c,0.91
Scott Kruger,src/mat/examples/tests/ex180.c,9.32
Scott Kruger,src/mat/examples/tests/ex190.c,2.79
Scott Kruger,src/mat/examples/tests/ex40.c,0.94
Scott Kruger,src/mat/examples/tests/ex72.c,0.91
Scott Kruger,bin/petscdiff,0.61
Scott Kruger,gmakefile.examples,0.67
Scott Kruger,src/sys/examples/tests/ex2.c,0.98
Scott Kruger,src/ksp/ksp/examples/tutorials/ex10.c,2.97
Scott Kruger,src/sys/examples/tests/ex6f.F,0.89
Scott Kruger,src/sys/examples/tutorials/ex5f90.F90,0.86
Scott Kruger,src/sys/examples/tests/ex33.c,2.94
Scott Kruger,src/sys/examples/tutorials/ex4.c,0.52
Scott Kruger,src/sys/examples/tutorials/ex4f.F,0.52
Scott Kruger,config/gmakegen.py,2.59
Scott Kruger,src/ts/examples/tutorials/makefile,1.5
Vaclav Hapla,include/petscmat.h,0.94
Vaclav Hapla,src/mat/interface/dlregismat.c,0.97
Vaclav Hapla,src/dm/impls/plex/examples/tests/makefile,0.91
Vaclav Hapla,src/dm/impls/plex/makefile,1.0
Vaclav Hapla,src/vec/is/utils/vsectionis.c,2.0
Václav Hapla,makefile,2.16
Václav Hapla,src/docs/tao_tex/manual/makefile,2.81
Patrick Sanan,lib/petsc/conf/rules,0.44
Patrick Sanan,src/dm/impls/da/usfft/matusfft.c,0.83
Patrick Sanan,src/dm/impls/moab/dmmbmg.cxx,2.68
Patrick Sanan,src/mat/impls/aij/seq/inode.c,4.46
Patrick Sanan,src/mat/impls/aij/seq/seqcusparse/aijcusparse.cu,8.07
Patrick Sanan,src/snes/impls/tr/tr.c,5.12
Patrick Sanan,src/ts/impls/bdf/bdf.c,2.73
Patrick Sanan,src/ts/impls/implicit/alpha/alpha1.c,3.59
Patrick Sanan,src/ts/impls/implicit/alpha/alpha2.c,3.59
Patrick Sanan,src/ksp/pc/impls/telescope/telescope.c,0.77
Patrick Sanan,src/dm/impls/da/da2.c,0.23
Patrick Sanan,include/petscsys.h,0.92
Patrick Sanan,src/dm/impls/plex/plexcgns.c,1.88
Patrick Sanan,src/dm/impls/plex/plexcreate.c,0.94
Patrick Sanan,src/dm/impls/plex/plexdistribute.c,0.8
Patrick Sanan,src/dm/impls/plex/plexexodusii.c,1.83
Patrick Sanan,src/docs/tex/manual/makefile,5.23
Patrick Sanan,src/docs/tex/manual/manualpreamble.tex,2.38
Patrick Sanan,src/docs/tex/manual/intro.tex,0.74
Patrick Sanan,src/dm/examples/tutorials/makefile,0.76
Patrick Sanan,src/tao/examples/tutorials/ex1.c,3.45
Patrick Sanan,src/tao/examples/tutorials/ex2.c,3.45
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex1.c,2.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex10.c,0.91
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex12.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex16.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex18.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex2.c,2.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex23.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex27.c,0.91
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex2f.F,0.87
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex3.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex46.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex5.c,0.9
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex50.c,0.94
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex52.c,0.83
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex57f.F,0.87
Patrick Sanan,bin/maint/mapnameslatex.py,4.37
Patrick Sanan,src/docs/tex/manual/gettinginfo.tex,3.06
Patrick Sanan,src/mat/examples/tests/makefile,1.73
Patrick Sanan,src/ksp/ksp/examples/tutorials/makefile,2.49
Patrick Sanan,src/dm/impls/da/gr2.c,0.74
Patrick Sanan,include/petscksp.h,0.96
Patrick Sanan,src/ksp/ksp/impls/gmres/makefile,0.91
Patrick Sanan,src/ksp/ksp/impls/gcr/makefile,0.71
Patrick Sanan,src/ksp/ksp/examples/tutorials/output/ex60_3.out,0.99
Patrick Sanan,src/ksp/ksp/examples/tutorials/ex43.c,35.85
Patrick Sanan,src/ksp/ksp/examples/tutorials/output/ex43_3.out,15.77
Patrick Sanan,src/ksp/ksp/examples/tutorials/output/ex43_bjacobi.out,0.94
Patrick Sanan,src/ksp/ksp/impls/makefile,0.95
Jose E. Roman,src/ksp/ksp/examples/tests/ex43.c,5.13
Jose E. Roman,src/ksp/ksp/examples/tutorials/ex1.c,2.45
Jose E. Roman,src/ksp/ksp/examples/tutorials/ex46.c,0.82
Jose E. Roman,src/ksp/ksp/examples/tutorials/ex7.c,4.01
Jose E. Roman,src/mat/examples/tests/ex2.c,2.5
Jose E. Roman,include/petscblaslapack.h,0.98
Jose E. Roman,src/dm/dt/interface/dt.c,0.83
Jose E. Roman,src/dm/dt/interface/dtfv.c,0.82
Jose E. Roman,src/ksp/pc/impls/bddc/bddcprivate.c,1.85
Jose E. Roman,include/petscmat.h,0.97
Jose E. Roman,src/mat/examples/tests/ex102.c,1.62
Jose E. Roman,src/mat/examples/tests/makefile,1.78
Jose E. Roman,src/mat/impls/aij/seq/seqcusparse/aijcusparse.cu,11.3
Jose E. Roman,src/vec/vec/impls/mpi/mpicuda/mpicuda.cu,0.92
Jose E. Roman,src/mat/examples/tests/output/ex2_21_aijcusparse.out,1.0
Jose E. Roman,src/mat/examples/tests/output/ex2_23_aijcusparse.out,1.0
Jose E. Roman,src/ksp/ksp/examples/tests/makefile,5.77
Jose E. Roman,src/dm/examples/tests/makefile,2.0
Jose E. Roman,src/dm/impls/patch/examples/tests/output/ex1_0.out,18.0
Jose E. Roman,src/dm/impls/patch/examples/tests/output/ex1_1.out,8.0
Jose E. Roman,src/dm/impls/patch/examples/tests/output/ex1_2.out,8.0
Jose E. Roman,src/dm/impls/patch/examples/tests/output/ex1_3.out,8.0
Jose E. Roman,src/dm/impls/patch/examples/tests/output/ex1_4.out,32.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_1.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_2.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_3.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_4.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_5.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_6.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_7.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex12_8.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex13_0.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex13_1.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex13_2.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex13_3.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex14_0.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex15_0.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex15_0_alt.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex15_1.out,4.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex16_0.out,3.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex17_0.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_0.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_1.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_10.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_12.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_13.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_14.out,2.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_15.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_16.out,1.0
Jose E. Roman,src/dm/impls/plex/examples/tests/output/ex1_17.out,1.0
Fande Kong,src/mat/examples/tutorials/makefile,2.57
Fande Kong,src/ts/examples/tutorials/ex9.c,0.9
Lisandro Dalcin,src/ts/adapt/interface/tsadapt.c,7.89
Lisandro Dalcin,src/ksp/pc/impls/bddc/bddcprivate.c,1.92
Lisandro Dalcin,src/mat/impls/mffd/mffd.c,5.56
Lisandro Dalcin,src/mat/interface/matnull.c,3.76
Lisandro Dalcin,src/dm/impls/plex/plexgmsh.c,0.87
Lisandro Dalcin,src/dm/impls/plex/plexrefine.c,1.57
Lisandro Dalcin,src/dm/impls/da/grglvis.c,1.64
Lisandro Dalcin,src/dm/examples/tests/ex34.c,2.45
Lisandro Dalcin,src/dm/examples/tests/makefile,0.87
Lisandro Dalcin,src/sys/examples/tests/ex1.c,1.0
Lisandro Dalcin,src/sys/classes/viewer/interface/viewreg.c,0.86
Lisandro Dalcin,src/mat/impls/baij/seq/aijbaij.c,1.9
Lisandro Dalcin,src/mat/utils/convert.c,0.95
Lisandro Dalcin,src/snes/examples/tutorials/ex13.c,2.63
Lisandro Dalcin,src/dm/impls/plex/plexcreate.c,5.01
Lisandro Dalcin,src/ts/examples/tutorials/ex19.c,0.87
Lisandro Dalcin,src/dm/impls/plex/plexpartition.c,0.81
Lisandro Dalcin,src/ts/adapt/impls/makefile,0.91
Lisandro Dalcin,src/ts/event/tsevent.c,28.43
Lisandro Dalcin,include/petsc/mpiuni/mpif.h,3.08
Lisandro Dalcin,src/dm/impls/plex/plexadapt.c,0.81
Lisandro Dalcin,src/ts/examples/tutorials/power_grid/stability_9bus/ex9bus.c,0.94
Lisandro Dalcin,src/ts/examples/tutorials/power_grid/stability_9bus/ex9busopt_fd.c,0.94
Lisandro Dalcin,src/sys/utils/sorti.c,4.33
Lisandro Dalcin,src/vec/is/is/impls/block/block.c,5.59
Lisandro Dalcin,src/vec/is/is/impls/general/general.c,7.11
Lisandro Dalcin,src/mat/impls/shell/shell.c,0.8
Lisandro Dalcin,src/dm/impls/plex/examples/tests/output/ex1_7.out,15.76
Lisandro Dalcin,src/dm/impls/plex/examples/tests/output/ex3_nonconforming_tensor_2.out,4.78
Lisandro Dalcin,src/dm/impls/plex/examples/tests/output/ex4_12.out,7.9
Lisandro Dalcin,src/dm/impls/plex/examples/tests/output/ex4_13.out,7.68
Lisandro Dalcin,src/dm/impls/plex/examples/tests/output/ex4_28.out,3.97
Lisandro Dalcin,src/snes/examples/tutorials/output/ex12_p4est_fas_q2_conformal_serial.out,0.94
